,Team,Game,Pts*,Sack,Int,Saf,FR,Blk,TD,PA,PassYds,RushYds,TotYds,Week,Position,Year,Target,Opponent
12,DET,DET@MIN,8.0,2.0,0,0,0,1,0,16,259,78,337,9,DST,2016,22.0,MIN
13,JAX,JAX@KC,6.0,2.0,0,0,0,0,0,19,169,62,231,9,DST,2016,2.0,KC
14,PIT,PIT@BAL,6.0,3.0,1,0,0,0,0,21,224,50,274,9,DST,2016,4.0,BAL
15,ATL,ATL@TB,6.0,2.0,0,0,2,0,0,28,326,70,396,9,DST,2016,5.0,TB
16,GB,IND@GB,6.0,2.0,2,0,0,0,0,31,270,85,355,9,DST,2016,1.0,IND
17,BUF,BUF@SEA,6.0,4.0,0,0,0,1,0,31,245,33,278,9,DST,2016,12.0,SEA
18,PHI,PHI@NYG,5.0,1.0,2,0,0,0,0,28,248,54,302,9,DST,2016,8.0,NYG
19,TB,ATL@TB,4.0,2.0,0,0,1,0,0,43,325,136,461,9,DST,2016,27.0,ATL
20,MIN,DET@MIN,4.0,1.0,1,0,0,0,0,22,214,97,311,9,DST,2016,4.0,DET
21,DEN,DEN@OAK,2.0,2.0,0,0,0,0,0,30,179,218,397,9,DST,2016,14.0,OAK
22,NYJ,NYJ@MIA,2.0,1.0,0,0,0,0,0,27,137,137,274,9,DST,2016,10.0,MIA
23,SF,NO@SF,1.0,1.0,0,0,0,0,0,41,323,248,571,9,DST,2016,11.0,NO
24,TEN,TEN@SD,1.0,1.0,0,0,0,0,0,43,268,208,476,9,DST,2016,12.0,SD
25,CLE,DAL@CLE,0.0,0.0,0,0,0,0,0,35,255,168,423,9,DST,2016,6.0,DAL
0,TB,CHI@TB,27.0,4.0,2,1,2,0,1,10,161,122,283,10,DST,2016,8.0,CHI
1,MIA,MIA@SD,18.0,3.0,4,0,0,0,1,24,309,70,379,10,DST,2016,10.0,SD
2,BAL,CLE@BAL,17.0,4.0,2,0,1,0,0,7,111,33,144,10,DST,2016,2.0,CLE
3,KC,KC@CAR,16.0,2.0,1,0,1,0,1,17,242,99,341,10,DST,2016,7.0,CAR
4,DEN,DEN@NO,14.0,1.0,2,0,2,1,0,23,293,80,373,10,DST,2016,6.0,NO
5,LA,LA@NYJ,13.0,1.0,1,0,0,0,0,6,157,139,296,10,DST,2016,10.0,NYJ
6,HOU,HOU@JAX,13.0,2.0,1,0,1,0,1,21,247,80,327,10,DST,2016,3.0,JAX
7,TEN,GB@TEN,12.0,5.0,2,0,1,0,0,25,333,69,402,10,DST,2016,5.0,GB
8,SF,SF@ARI,11.0,2.0,2,0,2,0,0,23,363,80,443,10,DST,2016,1.0,ARI
9,NO,DEN@NO,11.0,6.0,2,0,0,0,0,25,234,103,337,10,DST,2016,3.0,DEN
10,NYJ,LA@NYJ,10.0,3.0,0,0,0,0,0,9,155,125,280,10,DST,2016,1.0,LA
11,ARI,SF@ARI,9.0,3.0,0,0,1,0,0,20,198,83,281,10,DST,2016,6.0,SF
12,WAS,MIN@WAS,9.0,3.0,1,0,0,0,0,20,284,47,331,10,DST,2016,7.0,MIN
13,NYG,CIN@NYG,9.0,3.0,1,0,0,0,0,20,186,78,264,10,DST,2016,10.0,CIN
14,CAR,KC@CAR,9.0,3.0,1,0,0,0,0,20,165,91,256,10,DST,2016,13.0,KC
15,PHI,ATL@PHI,8.0,2.0,1,0,0,0,0,15,255,48,303,10,DST,2016,4.0,ATL
16,SEA,SEA@NE,7.0,2.0,1,0,1,0,0,24,304,81,385,10,DST,2016,10.0,NE
17,CIN,CIN@NYG,6.0,1.0,2,0,0,0,0,21,229,122,351,10,DST,2016,8.0,NYG
18,CHI,CHI@TB,6.0,4.0,1,0,0,0,0,36,280,80,360,10,DST,2016,1.0,TB
19,CLE,CLE@BAL,6.0,2.0,2,0,0,0,0,28,277,119,396,10,DST,2016,1.0,BAL
20,NE,SEA@NE,5.0,3.0,0,0,0,1,0,31,324,96,420,10,DST,2016,9.0,SEA
21,ATL,ATL@PHI,5.0,2.0,0,0,1,0,0,24,221,208,429,10,DST,2016,8.0,PHI
22,MIN,MIN@WAS,4.0,1.0,0,0,1,0,0,26,260,128,388,10,DST,2016,21.0,WAS
23,PIT,DAL@PIT,4.0,2.0,0,0,1,0,0,35,295,127,422,10,DST,2016,25.0,DAL
24,SD,MIA@SD,3.0,1.0,0,0,1,0,0,31,231,106,337,10,DST,2016,16.0,MIA
25,JAX,HOU@JAX,2.0,1.0,0,0,0,0,0,24,92,181,273,10,DST,2016,10.0,HOU
26,GB,GB@TEN,1.0,1.0,0,0,0,0,0,47,292,154,446,10,DST,2016,2.0,TEN
27,DAL,DAL@PIT,1.0,1.0,0,0,0,0,0,30,400,48,448,10,DST,2016,5.0,PIT
0,PIT,PIT@CLE,25.0,8.0,1,0,1,0,1,9,176,33,209,11,DST,2016,14.0,CLE
1,DET,JAX@DET,22.0,0.0,2,0,1,0,2,19,202,83,285,11,DST,2016,9.0,JAX
2,MIN,ARI@MIN,21.0,4.0,2,0,0,0,2,24,155,135,290,11,DST,2016,6.0,ARI
3,CAR,NO@CAR,13.0,3.0,1,0,1,1,0,20,264,107,371,11,DST,2016,5.0,NO
4,BUF,BUF@CIN,12.0,1.0,2,0,0,0,0,12,207,93,300,11,DST,2016,3.0,CIN
5,MIA,MIA@LA,10.0,1.0,0,0,1,0,0,10,125,102,227,11,DST,2016,7.0,LA
6,SEA,PHI@SEA,10.0,2.0,2,0,0,0,0,15,195,113,308,11,DST,2016,10.0,PHI
7,NYG,CHI@NYG,10.0,4.0,1,0,0,0,0,16,222,93,315,11,DST,2016,26.0,CHI
8,JAX,JAX@DET,10.0,3.0,0,0,2,1,0,26,263,14,277,11,DST,2016,5.0,DET
9,LA,MIA@LA,10.0,4.0,1,0,0,0,0,14,142,98,240,11,DST,2016,4.0,MIA
10,OAK,HOU@OAK,10.0,2.0,1,0,1,0,0,20,230,124,354,11,DST,2016,14.0,HOU
11,NE,NE@SF,9.0,5.0,0,0,0,0,0,17,177,122,299,11,DST,2016,11.0,SF
12,IND,TEN@IND,9.0,5.0,0,0,0,0,0,17,254,97,351,11,DST,2016,0.0,TEN
13,CIN,BUF@CIN,8.0,2.0,1,0,0,0,0,16,159,183,342,11,DST,2016,10.0,BUF
14,TB,TB@KC,8.0,0.0,1,0,1,0,0,17,261,82,343,11,DST,2016,22.0,KC
15,WAS,GB@WAS,7.0,2.0,1,0,1,0,0,24,340,84,424,11,DST,2016,1.0,GB
16,KC,TB@KC,7.0,1.0,0,0,1,0,0,19,326,116,442,11,DST,2016,16.0,TB
17,ARI,ARI@MIN,6.0,2.0,0,0,1,1,0,30,145,72,217,11,DST,2016,5.0,MIN
18,TEN,TEN@IND,5.0,2.0,1,0,0,0,0,24,251,76,327,11,DST,2016,5.0,IND
19,DAL,BAL@DAL,5.0,1.0,0,0,0,0,0,17,267,101,368,11,DST,2016,1.0,BAL
20,PHI,PHI@SEA,4.0,1.0,0,0,0,1,0,26,287,152,439,11,DST,2016,1.0,SEA
21,NO,NO@CAR,3.0,2.0,0,0,0,0,0,23,173,50,223,11,DST,2016,8.0,CAR
22,HOU,HOU@OAK,3.0,0.0,1,0,0,0,0,27,295,30,325,11,DST,2016,4.0,OAK
23,GB,GB@WAS,2.0,2.0,0,0,0,0,0,42,364,151,515,11,DST,2016,13.0,WAS
24,BAL,BAL@DAL,2.0,1.0,0,0,0,0,0,27,299,118,417,11,DST,2016,11.0,DAL
25,CHI,CHI@NYG,1.0,0.0,0,0,0,0,0,22,227,102,329,11,DST,2016,1.0,NYG
26,SF,NE@SF,1.0,1.0,0,0,0,0,0,30,273,171,444,11,DST,2016,2.0,NE
27,CLE,PIT@CLE,1.0,0.0,0,0,0,0,0,24,167,146,313,11,DST,2016,4.0,PIT
0,NYG,NYG@CLE,26.0,7.0,0,0,3,0,1,13,285,58,343,12,DST,2016,7.0,CLE
1,TB,SEA@TB,22.0,6.0,2,0,1,0,0,5,118,127,245,12,DST,2016,13.0,SEA
2,SD,SD@HOU,16.0,1.0,3,0,1,0,0,13,239,114,353,12,DST,2016,3.0,HOU
3,KC,KC@DEN,16.0,5.0,0,1,1,0,1,27,340,124,464,12,DST,2016,12.0,DEN
4,PIT,PIT@IND,14.0,3.0,2,0,0,0,0,7,219,91,310,12,DST,2016,12.0,IND
5,OAK,CAR@OAK,14.0,2.0,1,0,1,1,1,32,229,129,358,12,DST,2016,9.0,CAR
6,GB,GB@PHI,13.0,4.0,1,0,0,0,0,13,211,81,292,12,DST,2016,11.0,PHI
7,BAL,CIN@BAL,11.0,3.0,0,0,2,0,0,14,261,64,325,12,DST,2016,18.0,CIN
8,NE,NE@NYJ,11.0,1.0,0,0,2,1,0,17,269,64,333,12,DST,2016,15.0,NYJ
9,CIN,CIN@BAL,10.0,2.0,1,1,0,0,0,19,219,92,311,12,DST,2016,11.0,BAL
10,SEA,SEA@TB,10.0,0.0,1,1,1,0,0,14,220,118,338,12,DST,2016,11.0,TB
11,DET,MIN@DET,9.0,0.0,1,0,0,0,0,13,224,82,306,12,DST,2016,14.0,MIN
12,ATL,ARI@ATL,8.0,2.0,1,0,0,0,0,19,274,58,332,12,DST,2016,5.0,ARI
13,NO,LA@NO,8.0,3.0,1,0,1,0,0,21,178,69,247,12,DST,2016,2.0,LA
14,MIA,SF@MIA,7.0,2.0,1,0,1,0,0,24,282,193,475,12,DST,2016,4.0,SF
15,DEN,KC@DEN,6.0,6.0,0,0,0,0,0,30,190,83,273,12,DST,2016,20.0,KC
16,MIN,MIN@DET,6.0,2.0,0,0,0,0,0,16,214,94,308,12,DST,2016,11.0,DET
17,TEN,TEN@CHI,5.0,0.0,2,0,0,0,0,21,316,95,411,12,DST,2016,14.0,CHI
18,JAX,JAX@BUF,5.0,5.0,0,0,0,0,0,28,151,153,304,12,DST,2016,6.0,BUF
19,ARI,ARI@ATL,5.0,3.0,1,0,0,0,0,38,244,116,360,12,DST,2016,7.0,ATL
20,CAR,CAR@OAK,5.0,1.0,1,0,1,0,0,35,310,56,366,12,DST,2016,5.0,OAK
21,HOU,SD@HOU,4.0,1.0,1,0,0,0,0,21,235,67,302,12,DST,2016,4.0,SD
22,CLE,NYG@CLE,4.0,1.0,0,0,1,0,0,27,192,104,296,12,DST,2016,5.0,NYG
23,LA,LA@NO,4.0,2.0,0,0,1,0,0,49,346,209,555,12,DST,2016,1.0,NO
24,BUF,JAX@BUF,3.0,2.0,0,0,0,0,0,21,118,183,301,12,DST,2016,0.0,JAX
25,SF,SF@MIA,2.0,2.0,0,0,0,0,0,31,263,95,358,12,DST,2016,4.0,MIA
26,NYJ,NE@NYJ,1.0,0.0,0,0,0,0,0,22,286,91,377,12,DST,2016,3.0,NE
27,CHI,TEN@CHI,1.0,0.0,0,0,0,0,0,27,226,149,375,12,DST,2016,18.0,TEN
28,PHI,GB@PHI,1.0,0.0,0,0,0,0,0,27,313,74,387,12,DST,2016,4.0,GB
29,WAS,WAS@DAL,1.0,1.0,0,0,0,0,0,31,190,163,353,12,DST,2016,2.0,DAL
30,DAL,WAS@DAL,1.0,0.0,0,0,0,0,0,26,449,56,505,12,DST,2016,9.0,WAS
31,IND,PIT@IND,0.0,0.0,0,0,0,0,0,28,221,148,369,12,DST,2016,14.0,PIT
0,DEN,DEN@JAX,20.0,1.0,2,0,1,0,1,10,179,154,333,13,DST,2016,9.0,JAX
1,CHI,SF@CHI,18.0,6.0,0,1,0,0,0,6,6,141,147,13,DST,2016,17.0,SF
2,BAL,MIA@BAL,18.0,2.0,3,0,0,0,0,6,215,62,277,13,DST,2016,7.0,MIA
3,NE,LA@NE,15.0,4.0,2,0,0,0,0,10,126,36,162,13,DST,2016,9.0,LA
4,DET,DET@NO,14.0,1.0,3,0,0,0,0,13,319,50,369,13,DST,2016,5.0,NO
5,IND,IND@NYJ,14.0,1.0,3,0,0,0,0,10,214,36,250,13,DST,2016,5.0,NYJ
6,TB,TB@SD,13.0,2.0,2,0,0,0,1,21,211,119,330,13,DST,2016,14.0,SD
7,KC,KC@ATL,12.0,2.0,1,0,0,0,1,28,290,128,418,13,DST,2016,14.0,ATL
8,PIT,NYG@PIT,12.0,2.0,2,1,0,0,0,14,178,56,234,13,DST,2016,11.0,NYG
9,SEA,CAR@SEA,11.0,0.0,1,0,1,0,0,7,182,89,271,13,DST,2016,1.0,CAR
10,MIN,DAL@MIN,11.0,3.0,0,0,2,0,0,17,124,140,264,13,DST,2016,10.0,DAL
11,CIN,PHI@CIN,11.0,1.0,3,0,0,0,0,14,306,53,359,13,DST,2016,12.0,PHI
12,GB,HOU@GB,11.0,2.0,0,0,1,0,0,13,184,123,307,13,DST,2016,22.0,HOU
13,OAK,BUF@OAK,9.0,4.0,1,0,1,0,0,24,170,212,382,13,DST,2016,8.0,BUF
14,DAL,DAL@MIN,9.0,3.0,0,0,1,0,0,15,231,87,318,13,DST,2016,16.0,MIN
15,ARI,WAS@ARI,7.0,2.0,1,0,1,0,0,23,246,87,333,13,DST,2016,8.0,WAS
16,NYG,NYG@PIT,7.0,2.0,1,0,1,0,0,24,272,117,389,13,DST,2016,16.0,PIT
17,JAX,DEN@JAX,6.0,2.0,0,0,0,0,0,20,102,104,206,13,DST,2016,3.0,DEN
18,CAR,CAR@SEA,5.0,3.0,1,0,0,0,0,40,294,240,534,13,DST,2016,21.0,SEA
19,ATL,KC@ATL,5.0,1.0,0,0,1,1,0,29,266,123,389,13,DST,2016,29.0,KC
20,PHI,PHI@CIN,4.0,0.0,0,0,2,0,0,32,332,80,412,13,DST,2016,11.0,CIN
21,SF,SF@CHI,4.0,1.0,0,0,1,0,0,26,184,142,326,13,DST,2016,9.0,CHI
22,HOU,HOU@GB,4.0,1.0,0,0,1,0,0,21,200,109,309,13,DST,2016,11.0,GB
23,MIA,MIA@BAL,4.0,0.0,1,0,1,0,0,38,386,110,496,13,DST,2016,16.0,BAL
24,NYJ,IND@NYJ,3.0,1.0,0,0,1,0,0,41,282,139,421,13,DST,2016,6.0,IND
25,SD,TB@SD,3.0,1.0,1,0,0,0,0,28,268,81,349,13,DST,2016,4.0,TB
26,NO,DET@NO,2.0,2.0,0,0,0,0,0,28,337,85,422,13,DST,2016,8.0,DET
27,WAS,WAS@ARI,2.0,2.0,0,0,0,0,0,31,281,88,369,13,DST,2016,9.0,ARI
28,LA,LA@NE,1.0,0.0,0,0,0,0,0,26,269,133,402,13,DST,2016,2.0,NE
29,BUF,BUF@OAK,0.0,0.0,0,0,0,0,0,38,260,139,399,13,DST,2016,7.0,OAK
0,ATL,ATL@LA,29.0,3.0,2,0,3,0,2,14,208,104,312,14,DST,2016,11.0,LA
1,GB,SEA@GB,22.0,3.0,5,0,1,0,0,10,218,136,354,14,DST,2016,10.0,SEA
2,CAR,SD@CAR,21.0,5.0,3,1,2,0,0,16,220,58,278,14,DST,2016,11.0,SD
3,CHI,CHI@DET,17.0,3.0,2,0,0,0,1,20,209,114,323,14,DST,2016,4.0,DET
4,NYG,DAL@NYG,16.0,3.0,2,0,1,0,0,7,152,108,260,14,DST,2016,15.0,DAL
5,DAL,DAL@NYG,16.0,3.0,1,0,2,0,0,10,167,93,260,14,DST,2016,16.0,NYG
6,MIA,ARI@MIA,16.0,3.0,2,0,2,1,0,23,125,175,300,14,DST,2016,26.0,ARI
7,TB,NO@TB,14.0,1.0,3,0,0,0,0,11,248,46,294,14,DST,2016,6.0,NO
8,KC,OAK@KC,14.0,1.0,0,0,0,0,1,13,109,135,244,14,DST,2016,11.0,OAK
9,TEN,DEN@TEN,14.0,3.0,0,0,2,0,0,10,330,18,348,14,DST,2016,7.0,DEN
10,CIN,CIN@CLE,12.0,3.0,1,0,0,0,0,10,85,169,254,14,DST,2016,2.0,CLE
11,PIT,PIT@BUF,11.0,5.0,1,0,0,0,0,20,208,67,275,14,DST,2016,7.0,BUF
12,PHI,WAS@PHI,11.0,2.0,1,0,0,0,1,27,227,107,334,14,DST,2016,8.0,WAS
13,HOU,HOU@IND,11.0,1.0,2,0,1,0,0,17,265,83,348,14,DST,2016,10.0,IND
14,MIN,MIN@JAX,10.0,4.0,0,0,0,1,0,16,230,85,315,14,DST,2016,0.0,JAX
15,DEN,DEN@TEN,9.0,2.0,0,0,0,0,0,13,73,180,253,14,DST,2016,6.0,TEN
16,NE,BAL@NE,9.0,2.0,1,1,0,1,0,23,306,42,348,14,DST,2016,20.0,BAL
17,WAS,WAS@PHI,9.0,4.0,1,0,1,0,0,22,288,95,383,14,DST,2016,3.0,PHI
18,SF,NYJ@SF,9.0,6.0,1,0,0,0,0,23,216,188,404,14,DST,2016,3.0,NYJ
19,NO,NO@TB,8.0,2.0,0,1,0,0,0,16,166,104,270,14,DST,2016,5.0,TB
20,ARI,ARI@MIA,8.0,1.0,1,0,2,0,0,26,231,83,314,14,DST,2016,11.0,MIA
21,OAK,OAK@KC,8.0,1.0,1,0,2,0,0,21,258,65,323,14,DST,2016,13.0,KC
22,BUF,PIT@BUF,7.0,0.0,3,0,0,0,0,27,220,240,460,14,DST,2016,12.0,PIT
23,BAL,BAL@NE,7.0,1.0,1,0,2,0,0,30,401,95,496,14,DST,2016,4.0,NE
24,NYJ,NYJ@SF,6.0,2.0,0,0,0,0,0,17,116,248,364,14,DST,2016,3.0,SF
25,DET,CHI@DET,5.0,1.0,0,0,0,0,0,17,204,92,296,14,DST,2016,6.0,CHI
26,IND,HOU@IND,5.0,2.0,1,0,0,0,0,22,131,185,316,14,DST,2016,21.0,HOU
27,CLE,CIN@CLE,5.0,4.0,0,0,0,0,0,23,147,213,360,14,DST,2016,1.0,CIN
28,SD,SD@CAR,4.0,2.0,1,0,0,0,0,28,146,126,272,14,DST,2016,10.0,CAR
29,JAX,MIN@JAX,3.0,0.0,0,0,1,0,0,25,292,85,377,14,DST,2016,11.0,MIN
30,LA,ATL@LA,2.0,2.0,0,0,0,0,0,42,220,66,286,14,DST,2016,5.0,ATL
31,SEA,SEA@GB,1.0,1.0,0,0,0,0,0,38,237,93,330,14,DST,2016,14.0,GB
0,MIA,MIA@NYJ,26.0,3.0,3,0,1,1,1,13,244,116,360,15,DST,2016,2.0,NYJ
1,IND,IND@MIN,21.0,5.0,1,0,2,0,0,6,248,34,282,15,DST,2016,3.0,MIN
2,NE,NE@DEN,20.0,4.0,1,0,2,0,0,3,251,58,309,15,DST,2016,20.0,DEN
3,DAL,TB@DAL,16.0,4.0,3,0,1,0,0,20,224,52,276,15,DST,2016,9.0,TB
4,NYG,DET@NYG,15.0,1.0,1,0,1,0,0,6,268,56,324,15,DST,2016,3.0,DET
5,SEA,LA@SEA,14.0,4.0,0,0,0,0,0,3,136,47,183,15,DST,2016,3.0,LA
6,OAK,OAK@SD,13.0,3.0,1,0,1,1,0,16,190,73,263,15,DST,2016,7.0,SD
7,BUF,CLE@BUF,12.0,5.0,0,0,0,0,0,13,162,107,269,15,DST,2016,2.0,CLE
8,KC,TEN@KC,11.0,1.0,1,0,2,0,0,19,241,148,389,15,DST,2016,13.0,TEN
9,ATL,SF@ATL,11.0,2.0,0,0,1,0,0,13,165,107,272,15,DST,2016,10.0,SF
10,JAX,JAX@HOU,11.0,0.0,2,0,0,0,1,21,308,79,387,15,DST,2016,15.0,HOU
11,ARI,NO@ARI,11.0,3.0,0,0,1,0,1,48,358,130,488,15,DST,2016,10.0,NO
12,CAR,CAR@WAS,11.0,1.0,1,0,2,0,0,15,306,29,335,15,DST,2016,6.0,WAS
13,HOU,JAX@HOU,10.0,2.0,1,1,0,0,0,20,83,67,150,15,DST,2016,12.0,JAX
14,SD,OAK@SD,10.0,2.0,1,0,1,0,0,19,200,145,345,15,DST,2016,13.0,OAK
15,GB,GB@CHI,10.0,1.0,3,0,1,0,0,27,354,95,449,15,DST,2016,9.0,CHI
16,PHI,PHI@BAL,8.0,3.0,1,0,1,0,0,27,189,151,340,15,DST,2016,16.0,BAL
17,PIT,PIT@CIN,7.0,1.0,1,0,0,0,0,20,146,76,222,15,DST,2016,5.0,CIN
18,TEN,TEN@KC,7.0,1.0,1,0,0,0,0,17,159,157,316,15,DST,2016,4.0,KC
19,TB,TB@DAL,6.0,3.0,0,0,1,0,0,26,264,185,449,15,DST,2016,2.0,DAL
20,DET,DET@NYG,6.0,2.0,0,0,0,0,0,17,186,114,300,15,DST,2016,1.0,NYG
21,DEN,NE@DEN,6.0,2.0,0,0,0,0,0,16,177,136,313,15,DST,2016,2.0,NE
22,NO,NO@ARI,5.0,1.0,0,0,2,0,0,41,309,116,425,15,DST,2016,7.0,ARI
23,LA,LA@SEA,5.0,2.0,1,0,0,0,0,24,227,72,299,15,DST,2016,9.0,SEA
24,CHI,GB@CHI,4.0,4.0,0,0,0,0,0,30,225,226,451,15,DST,2016,0.0,GB
25,BAL,PHI@BAL,4.0,1.0,1,0,0,0,0,26,159,169,328,15,DST,2016,4.0,PHI
26,WAS,CAR@WAS,3.0,2.0,0,0,0,0,0,26,290,148,438,15,DST,2016,14.0,CAR
27,SF,SF@ATL,3.0,1.0,0,0,1,0,0,41,302,248,550,15,DST,2016,9.0,ATL
28,NYJ,MIA@NYJ,3.0,1.0,1,0,0,0,0,34,236,67,303,15,DST,2016,1.0,MIA
29,CIN,PIT@CIN,2.0,1.0,0,0,0,0,0,24,285,97,382,15,DST,2016,13.0,PIT
30,CLE,CLE@BUF,1.0,1.0,0,0,0,0,0,33,171,280,451,15,DST,2016,8.0,BUF
31,MIN,IND@MIN,0.0,0.0,0,0,0,0,0,34,250,161,411,15,DST,2016,4.0,IND
0,NE,NYJ@NE,20.0,2.0,3,0,1,0,0,3,128,111,239,16,DST,2016,8.0,NYJ
1,PHI,NYG@PHI,16.0,0.0,3,0,0,0,1,19,356,114,470,16,DST,2016,16.0,NYG
2,JAX,TEN@JAX,15.0,3.0,1,0,0,0,1,17,205,58,263,16,DST,2016,11.0,TEN
3,WAS,WAS@CHI,14.0,1.0,5,0,0,1,0,21,318,140,458,16,DST,2016,5.0,CHI
4,SD,SD@CLE,13.0,9.0,0,0,0,0,0,20,127,124,251,16,DST,2016,9.0,CLE
5,CIN,CIN@HOU,13.0,4.0,0,0,0,1,0,12,155,95,250,16,DST,2016,14.0,HOU
6,KC,DEN@KC,13.0,0.0,1,0,2,0,0,10,183,63,246,16,DST,2016,11.0,DEN
7,HOU,CIN@HOU,12.0,3.0,1,0,0,0,0,10,244,50,294,16,DST,2016,7.0,CIN
8,ATL,ATL@CAR,10.0,2.0,2,0,0,0,0,16,183,119,302,16,DST,2016,4.0,CAR
9,ARI,ARI@SEA,10.0,6.0,0,0,1,1,0,31,313,78,391,16,DST,2016,29.0,SEA
10,GB,MIN@GB,9.0,4.0,0,0,2,0,0,25,353,93,446,16,DST,2016,5.0,MIN
11,LA,SF@LA,9.0,4.0,1,0,1,0,0,22,253,70,323,16,DST,2016,7.0,SF
12,DAL,DET@DAL,9.0,4.0,1,0,1,0,0,21,229,90,319,16,DST,2016,3.0,DET
13,SF,SF@LA,9.0,4.0,2,0,0,0,0,21,78,99,177,16,DST,2016,7.0,LA
14,CLE,SD@CLE,8.0,0.0,1,0,0,1,0,17,322,34,356,16,DST,2016,7.0,SD
15,NO,TB@NO,7.0,2.0,2,0,0,0,0,24,260,89,349,16,DST,2016,1.0,TB
16,OAK,IND@OAK,7.0,0.0,2,0,1,0,0,25,288,102,390,16,DST,2016,3.0,IND
17,CAR,ATL@CAR,6.0,4.0,0,0,0,1,0,33,256,152,408,16,DST,2016,13.0,ATL
18,PIT,BAL@PIT,5.0,2.0,1,0,0,0,0,27,246,122,368,16,DST,2016,13.0,BAL
19,TEN,TEN@JAX,4.0,2.0,0,0,1,0,0,38,331,84,415,16,DST,2016,16.0,JAX
20,BAL,BAL@PIT,4.0,0.0,2,0,0,0,0,31,279,127,406,16,DST,2016,2.0,PIT
21,MIN,MIN@GB,4.0,4.0,0,0,0,0,0,38,308,40,348,16,DST,2016,25.0,GB
22,NYG,NYG@PHI,3.0,0.0,1,0,0,0,0,24,168,118,286,16,DST,2016,23.0,PHI
23,SEA,ARI@SEA,3.0,1.0,0,0,1,0,0,34,276,94,370,16,DST,2016,10.0,ARI
24,IND,IND@OAK,3.0,1.0,0,0,0,1,0,33,253,210,463,16,DST,2016,10.0,OAK
25,MIA,MIA@BUF,2.0,2.0,0,0,0,0,0,31,317,272,589,16,DST,2016,0.0,BUF
26,TB,TB@NO,2.0,2.0,0,0,0,0,0,31,294,123,417,16,DST,2016,19.0,NO
27,DEN,DEN@KC,2.0,0.0,1,0,0,0,0,33,246,238,484,16,DST,2016,18.0,KC
28,BUF,MIA@BUF,2.0,0.0,1,0,0,0,0,34,233,261,494,16,DST,2016,1.0,MIA
29,NYJ,NYJ@NE,1.0,1.0,0,0,0,0,0,41,211,114,325,16,DST,2016,22.0,NE
30,DET,DET@DAL,1.0,1.0,0,0,0,0,0,42,211,164,375,16,DST,2016,1.0,DAL
31,CHI,WAS@CHI,0.0,0.0,0,0,0,0,0,41,270,208,478,16,DST,2016,2.0,WAS
0,ARI,ARI@LA,29.0,7.0,2,0,1,0,1,6,71,52,123,17,DST,2016,9.0,LA
1,MIN,CHI@MIN,25.0,2.0,2,0,3,0,1,10,140,183,323,17,DST,2016,5.0,CHI
2,NYG,NYG@WAS,23.0,4.0,2,0,1,0,1,10,246,38,284,17,DST,2016,5.0,WAS
3,NYJ,BUF@NYJ,22.0,3.0,1,0,2,0,1,10,162,68,230,17,DST,2016,5.0,BUF
4,TB,CAR@TB,19.0,3.0,3,0,0,0,1,16,207,128,335,17,DST,2016,22.0,CAR
5,DEN,OAK@DEN,18.0,2.0,1,0,2,0,0,6,164,57,221,17,DST,2016,6.0,OAK
6,TEN,HOU@TEN,16.0,4.0,0,0,1,0,1,17,243,46,289,17,DST,2016,3.0,HOU
7,PHI,DAL@PHI,16.0,3.0,2,0,0,1,0,13,126,69,195,17,DST,2016,22.0,DAL
8,CIN,BAL@CIN,14.0,3.0,2,0,0,0,0,10,263,72,335,17,DST,2016,7.0,BAL
9,PIT,CLE@PIT,13.0,4.0,1,0,3,0,0,24,206,231,437,17,DST,2016,21.0,CLE
10,CAR,CAR@TB,13.0,3.0,1,0,1,1,0,17,188,112,300,17,DST,2016,18.0,TB
11,KC,KC@SD,11.0,0.0,2,0,0,0,1,27,269,129,398,17,DST,2016,4.0,SD
12,JAX,JAX@IND,11.0,4.0,1,0,1,1,0,24,290,94,384,17,DST,2016,31.0,IND
13,SEA,SEA@SF,10.0,5.0,0,0,2,0,0,23,191,62,253,17,DST,2016,10.0,SF
14,IND,JAX@IND,10.0,2.0,0,0,2,0,0,20,288,182,470,17,DST,2016,3.0,JAX
15,SD,KC@SD,9.0,1.0,1,0,0,0,1,37,262,103,365,17,DST,2016,,KC
16,NE,NE@MIA,8.0,0.0,1,0,1,0,0,14,205,75,280,17,DST,2016,5.0,MIA
17,HOU,HOU@TEN,7.0,4.0,1,0,0,0,0,24,133,103,236,17,DST,2016,0.0,TEN
18,CLE,CLE@PIT,7.0,4.0,1,0,0,0,0,27,243,69,312,17,DST,2016,4.0,PIT
19,LA,ARI@LA,7.0,1.0,2,0,0,1,0,44,260,84,344,17,DST,2016,31.0,ARI
20,SF,SEA@SF,7.0,2.0,0,1,0,1,0,25,289,87,376,17,DST,2016,5.0,SEA
21,GB,GB@DET,5.0,2.0,1,0,0,0,0,24,332,76,408,17,DST,2016,12.0,DET
22,WAS,NYG@WAS,5.0,1.0,0,0,0,0,0,19,171,161,332,17,DST,2016,12.0,NYG
23,ATL,NO@ATL,4.0,2.0,1,0,0,0,0,32,341,132,473,17,DST,2016,8.0,NO
24,OAK,OAK@DEN,3.0,0.0,1,0,0,0,0,24,206,143,349,17,DST,2016,5.0,DEN
25,DAL,DAL@PHI,3.0,2.0,0,0,0,0,0,27,232,114,346,17,DST,2016,15.0,PHI
