,Player,Game,Pts*,XPA,XPM,FGA,FGM,50+,Week,Position,Year,Target
3,Chandler Catanzaro,ARI@ATL,9.0,1,1,2,2,1,12,K,2016,7.0
4,Mason Crosby,GB@PHI,9.0,3,3,2,2,0,12,K,2016,3.0
5,Sebastian Janikowski,CAR@OAK,9.0,3,3,2,2,0,12,K,2016,12.0
6,Brandon McManus,KC@DEN,9.0,3,3,3,2,0,12,K,2016,8.0
7,Caleb Sturgis,GB@PHI,9.0,1,1,2,2,1,12,K,2016,2.0
8,Ryan Succop,TEN@CHI,9.0,3,3,2,2,0,12,K,2016,9.0
9,Matt Bryant,ARI@ATL,8.0,5,5,1,1,0,12,K,2016,12.0
10,Dustin Hopkins,WAS@DAL,8.0,2,2,4,2,0,12,K,2016,13.0
11,Cairo Santos,KC@DEN,8.0,2,2,2,2,0,12,K,2016,3.0
12,Dan Bailey,WAS@DAL,7.0,4,4,1,1,0,12,K,2016,5.0
13,Nick Folk,NE@NYJ,7.0,2,2,2,1,1,12,K,2016,4.0
14,Kai Forbath,MIN@DET,7.0,1,1,2,2,0,12,K,2016,9.0
15,Andrew Franks,SF@MIA,7.0,4,4,1,1,0,12,K,2016,0.0
16,Wil Lutz,LA@NO,7.0,7,7,0,0,0,12,K,2016,7.0
17,Nick Novak,SD@HOU,7.0,1,1,2,2,0,12,K,2016,1.0
18,Cody Parkey,NYG@CLE,7.0,1,1,2,2,0,12,K,2016,4.0
19,Phil Dawson,SF@MIA,6.0,3,3,1,1,0,12,K,2016,6.0
20,Mike Nugent,CIN@BAL,6.0,1,0,2,2,0,12,K,2016,14.0
21,Chris Boswell,PIT@IND,4.0,4,4,0,0,0,12,K,2016,9.0
22,Connor Barth,TEN@CHI,3.0,3,3,0,0,0,12,K,2016,6.0
23,Robbie Gould,NYG@CLE,3.0,4,3,0,0,0,12,K,2016,2.0
24,Stephen Hauschka,SEA@TB,3.0,0,0,1,1,0,12,K,2016,16.0
25,Josh Lambo,SD@HOU,3.0,3,3,1,0,0,12,K,2016,3.0
26,Jason Myers,JAX@BUF,3.0,3,3,0,0,0,12,K,2016,4.0
27,Greg Zuerlein,LA@NO,3.0,3,3,0,0,0,12,K,2016,4.0
28,Roberto Aguayo,SEA@TB,2.0,2,2,1,0,0,12,K,2016,8.0
29,Dan Carpenter,JAX@BUF,2.0,3,2,0,0,0,12,K,2016,6.0
30,Graham Gano,CAR@OAK,2.0,3,2,0,0,0,12,K,2016,1.0
31,Adam Vinatieri,PIT@IND,1.0,1,1,1,0,0,12,K,2016,13.0
0,Matt Prater,DET@NO,18.0,1,1,5,5,1,13,K,2016,10.0
1,Stephen Hauschka,CAR@SEA,16.0,4,4,4,4,0,13,K,2016,4.0
2,Stephen Gostkowski,LA@NE,14.0,2,2,4,4,0,13,K,2016,4.0
3,Mike Nugent,PHI@CIN,14.0,3,2,4,4,0,13,K,2016,5.0
4,Dustin Hopkins,WAS@ARI,13.0,2,2,3,3,1,13,K,2016,3.0
5,Adam Vinatieri,IND@NYJ,13.0,5,5,2,2,1,13,K,2016,5.0
6,Matt Bryant,KC@ATL,12.0,1,1,3,3,1,13,K,2016,6.0
7,Sebastian Janikowski,BUF@OAK,12.0,3,3,3,3,0,13,K,2016,7.0
8,Randy Bullock,NYG@PIT,10.0,1,1,3,3,0,13,K,2016,8.0
9,Justin Tucker,MIA@BAL,10.0,5,5,1,1,1,13,K,2016,13.0
10,Kai Forbath,DAL@MIN,9.0,0,0,3,3,0,13,K,2016,13.0
11,Roberto Aguayo,TB@SD,8.0,2,2,3,2,0,13,K,2016,10.0
12,Brandon McManus,DEN@JAX,8.0,2,2,2,2,0,13,K,2016,4.0
13,Chandler Catanzaro,WAS@ARI,7.0,4,4,2,1,0,13,K,2016,5.0
14,Wil Lutz,DET@NO,7.0,1,1,2,2,0,13,K,2016,9.0
15,Connor Barth,SF@CHI,6.0,3,3,1,1,0,13,K,2016,5.0
16,Dan Carpenter,BUF@OAK,6.0,3,3,1,1,0,13,K,2016,2.0
17,Phil Dawson,SF@CHI,6.0,0,0,2,2,0,13,K,2016,5.0
18,Dan Bailey,DAL@MIN,5.0,2,2,1,1,0,13,K,2016,1.0
19,Nick Folk,IND@NYJ,4.0,1,1,1,1,0,13,K,2016,11.0
20,Jason Myers,DEN@JAX,4.0,1,1,1,1,0,13,K,2016,12.0
21,Greg Zuerlein,LA@NE,4.0,1,1,1,1,0,13,K,2016,2.0
22,Mason Crosby,HOU@GB,3.0,3,3,0,0,0,13,K,2016,8.0
23,Josh Lambo,TB@SD,3.0,3,3,1,0,0,13,K,2016,4.0
24,Cairo Santos,KC@ATL,3.0,4,3,0,0,0,13,K,2016,3.0
25,Robbie Gould,NYG@PIT,2.0,2,2,0,0,0,13,K,2016,4.0
26,Caleb Sturgis,PHI@CIN,2.0,2,2,1,0,0,13,K,2016,10.0
27,Graham Gano,CAR@SEA,1.0,1,1,0,0,0,13,K,2016,14.0
28,Nick Novak,HOU@GB,1.0,2,1,0,0,0,13,K,2016,18.0
29,Andrew Franks,MIA@BAL,0.0,0,0,1,0,0,13,K,2016,6.0
0,Nick Novak,HOU@IND,18.0,1,1,5,5,1,14,K,2016,13.0
1,Graham Gano,SD@CAR,14.0,2,2,4,4,0,14,K,2016,14.0
2,Kai Forbath,MIN@JAX,13.0,2,1,4,4,0,14,K,2016,8.0
3,Justin Tucker,BAL@NE,13.0,2,2,4,3,1,14,K,2016,11.0
4,Jason Myers,MIN@JAX,12.0,1,1,5,3,1,14,K,2016,10.0
5,Nick Folk,NYJ@SF,11.0,0,0,3,3,1,14,K,2016,7.0
6,Roberto Aguayo,NO@TB,10.0,1,1,3,3,0,14,K,2016,8.0
7,Matt Prater,CHI@DET,10.0,2,2,2,2,1,14,K,2016,6.0
8,Caleb Sturgis,WAS@PHI,10.0,1,1,3,3,0,14,K,2016,12.0
9,Chris Boswell,PIT@BUF,9.0,3,3,2,2,0,14,K,2016,18.0
10,Wil Lutz,NO@TB,9.0,0,0,3,3,0,14,K,2016,12.0
11,Ryan Succop,DEN@TEN,9.0,1,1,2,2,1,14,K,2016,9.0
12,Mason Crosby,SEA@GB,8.0,5,5,2,1,0,14,K,2016,12.0
13,Sebastian Janikowski,OAK@KC,7.0,1,1,2,2,0,14,K,2016,13.0
14,Matt Bryant,ATL@LA,6.0,6,6,0,0,0,14,K,2016,13.0
15,Andrew Franks,ARI@MIA,6.0,3,3,1,1,0,14,K,2016,4.0
16,Connor Barth,CHI@DET,5.0,2,2,1,1,0,14,K,2016,9.0
17,Chandler Catanzaro,ARI@MIA,5.0,2,0,2,1,1,14,K,2016,5.0
18,Phil Dawson,NYJ@SF,5.0,2,2,3,1,0,14,K,2016,1.0
19,Mike Nugent,CIN@CLE,5.0,3,2,2,1,0,14,K,2016,15.0
20,Adam Vinatieri,HOU@IND,5.0,2,2,2,1,0,14,K,2016,12.0
21,Stephen Gostkowski,BAL@NE,4.0,4,4,0,0,0,14,K,2016,10.0
22,Robbie Gould,DAL@NYG,4.0,1,1,1,1,0,14,K,2016,5.0
23,Stephen Hauschka,SEA@GB,4.0,1,1,1,1,0,14,K,2016,6.0
24,Josh Lambo,SD@CAR,4.0,1,1,1,1,0,14,K,2016,4.0
25,Brandon McManus,DEN@TEN,4.0,1,1,1,1,0,14,K,2016,3.0
26,Cody Parkey,CIN@CLE,4.0,1,1,1,1,0,14,K,2016,7.0
27,Dustin Hopkins,WAS@PHI,3.0,3,3,1,0,0,14,K,2016,9.0
28,Cairo Santos,OAK@KC,3.0,3,3,0,0,0,14,K,2016,5.0
29,Dan Carpenter,PIT@BUF,2.0,3,2,0,0,0,14,K,2016,9.0
30,Greg Zuerlein,ATL@LA,2.0,2,2,0,0,0,14,K,2016,3.0
31,Dan Bailey,DAL@NYG,1.0,1,1,1,0,0,14,K,2016,14.0
0,Chris Boswell,PIT@CIN,18.0,0,0,6,6,0,15,K,2016,7.0
1,Dan Bailey,TB@DAL,14.0,2,2,6,4,0,15,K,2016,6.0
2,Graham Gano,CAR@WAS,14.0,2,2,5,4,0,15,K,2016,10.0
3,Matt Bryant,SF@ATL,13.0,5,5,2,2,1,15,K,2016,19.0
4,Sebastian Janikowski,OAK@SD,13.0,1,1,4,4,0,15,K,2016,3.0
5,Nick Novak,JAX@HOU,13.0,1,1,4,4,0,15,K,2016,6.0
6,Mason Crosby,GB@CHI,12.0,3,3,3,3,0,15,K,2016,8.0
7,Wil Lutz,NO@ARI,12.0,6,6,2,2,0,15,K,2016,11.0
8,Caleb Sturgis,PHI@BAL,12.0,0,0,4,4,0,15,K,2016,6.0
9,Adam Vinatieri,IND@MIN,12.0,4,4,2,2,1,15,K,2016,5.0
10,Justin Tucker,PHI@BAL,11.0,3,3,2,2,1,15,K,2016,13.0
11,Stephen Gostkowski,NE@DEN,10.0,1,1,3,3,0,15,K,2016,11.0
12,Jason Myers,JAX@HOU,10.0,2,2,2,2,1,15,K,2016,18.0
13,Connor Barth,GB@CHI,9.0,3,3,2,2,0,15,K,2016,3.0
14,Dan Carpenter,CLE@BUF,9.0,4,3,2,2,0,15,K,2016,7.0
15,Dustin Hopkins,CAR@WAS,9.0,1,0,3,3,0,15,K,2016,11.0
16,Ryan Succop,TEN@KC,9.0,1,1,2,2,1,15,K,2016,5.0
17,Roberto Aguayo,TB@DAL,8.0,2,2,2,2,0,15,K,2016,6.0
18,Randy Bullock,PIT@CIN,8.0,2,2,2,2,0,15,K,2016,4.0
19,Kai Forbath,IND@MIN,8.0,0,0,2,2,1,15,K,2016,7.0
20,Nick Folk,MIA@NYJ,7.0,1,1,2,2,0,15,K,2016,3.0
21,Cody Parkey,CLE@BUF,7.0,1,1,2,2,0,15,K,2016,8.0
22,Stephen Hauschka,LA@SEA,6.0,3,3,1,1,0,15,K,2016,5.0
23,Matt Prater,DET@NYG,6.0,0,0,2,2,0,15,K,2016,3.0
24,Chandler Catanzaro,NO@ARI,5.0,6,5,1,0,0,15,K,2016,10.0
25,Robbie Gould,DET@NYG,5.0,2,2,1,1,0,15,K,2016,13.0
26,Cairo Santos,TEN@KC,5.0,2,2,1,1,0,15,K,2016,9.0
27,Andrew Franks,MIA@NYJ,4.0,5,4,0,0,0,15,K,2016,12.0
28,Josh Lambo,OAK@SD,4.0,2,1,1,1,0,15,K,2016,5.0
29,Brandon McManus,NE@DEN,3.0,0,0,1,1,0,15,K,2016,6.0
30,Greg Zuerlein,LA@SEA,3.0,0,0,1,1,0,15,K,2016,3.0
31,Jon Ryan,LA@SEA,2.0,0,0,0,0,0,15,K,2016,0.0
32,Phil Dawson,SF@ATL,1.0,2,1,0,0,0,15,K,2016,2.0
0,Matt Bryant,ATL@CAR,19.0,3,3,5,4,2,16,K,2016,8.0
1,Jason Myers,TEN@JAX,18.0,4,2,4,4,2,16,K,2016,8.0
2,Robbie Gould,NYG@PHI,13.0,1,1,4,4,0,16,K,2016,7.0
3,Justin Tucker,BAL@PIT,13.0,1,1,4,4,0,16,K,2016,4.0
4,Andrew Franks,MIA@BUF,12.0,4,4,3,2,1,16,K,2016,2.0
5,Stephen Gostkowski,NYJ@NE,11.0,5,5,2,2,0,16,K,2016,9.0
6,Dustin Hopkins,WAS@CHI,11.0,5,5,2,2,0,16,K,2016,4.0
7,Wil Lutz,TB@NO,11.0,2,2,3,3,0,16,K,2016,8.0
8,Chandler Catanzaro,ARI@SEA,10.0,4,4,3,2,0,16,K,2016,14.0
9,Graham Gano,ATL@CAR,10.0,1,1,3,3,0,16,K,2016,6.0
10,Cairo Santos,DEN@KC,9.0,4,3,3,2,0,16,K,2016,13.0
11,Mason Crosby,MIN@GB,8.0,5,5,1,1,0,16,K,2016,7.0
12,Cody Parkey,SD@CLE,8.0,2,2,2,2,0,16,K,2016,6.0
13,Chris Boswell,BAL@PIT,7.0,4,4,1,1,0,16,K,2016,3.0
14,Dan Carpenter,MIA@BUF,7.0,4,4,3,1,0,16,K,2016,4.0
15,Kai Forbath,MIN@GB,7.0,2,1,2,2,0,16,K,2016,8.0
16,Roberto Aguayo,TB@NO,6.0,3,3,1,1,0,16,K,2016,5.0
17,Dan Bailey,DET@DAL,6.0,6,6,0,0,0,16,K,2016,7.0
18,Brandon McManus,DEN@KC,6.0,1,1,1,1,1,16,K,2016,6.0
19,Nick Novak,CIN@HOU,6.0,1,0,2,2,0,16,K,2016,5.0
20,Caleb Sturgis,NYG@PHI,6.0,3,3,1,1,0,16,K,2016,9.0
21,Stephen Hauschka,ARI@SEA,5.0,3,2,2,1,0,16,K,2016,13.0
22,Josh Lambo,SD@CLE,5.0,2,2,3,1,0,16,K,2016,9.0
23,Ryan Succop,TEN@JAX,5.0,2,2,1,1,0,16,K,2016,6.0
24,Adam Vinatieri,IND@OAK,5.0,2,2,1,1,0,16,K,2016,6.0
25,Randy Bullock,CIN@HOU,4.0,1,1,2,1,0,16,K,2016,9.0
26,Connor Barth,WAS@CHI,3.0,3,3,1,0,0,16,K,2016,4.0
27,Nick Folk,NYJ@NE,3.0,0,0,2,1,0,16,K,2016,12.0
28,Sebastian Janikowski,IND@OAK,3.0,5,3,0,0,0,16,K,2016,6.0
29,Matt Prater,DET@DAL,3.0,3,3,1,0,0,16,K,2016,8.0
30,Greg Zuerlein,SF@LA,3.0,3,3,0,0,0,16,K,2016,6.0
31,Phil Dawson,SF@LA,2.0,2,2,0,0,0,16,K,2016,3.0
0,Chandler Catanzaro,ARI@LA,14.0,5,5,3,3,0,17,K,2016,8.0
1,Stephen Hauschka,SEA@SF,13.0,2,1,4,4,0,17,K,2016,3.0
2,Cairo Santos,KC@SD,13.0,4,4,3,3,0,17,K,2016,6.0
3,Nick Folk,BUF@NYJ,12.0,3,3,3,3,0,17,K,2016,13.0
4,Randy Bullock,BAL@CIN,9.0,3,3,2,2,0,17,K,2016,9.0
5,Stephen Gostkowski,NE@MIA,9.0,3,3,3,2,0,17,K,2016,9.0
6,Josh Lambo,KC@SD,9.0,3,3,2,2,0,17,K,2016,9.0
7,Caleb Sturgis,DAL@PHI,9.0,3,3,3,2,0,17,K,2016,12.0
8,Matt Bryant,NO@ATL,8.0,5,5,1,1,0,17,K,2016,11.0
9,Kai Forbath,CHI@MIN,8.0,5,5,1,1,0,17,K,2016,11.0
10,Wil Lutz,NO@ATL,8.0,2,2,2,2,0,17,K,2016,13.0
11,Jason Myers,JAX@IND,8.0,2,2,4,2,0,17,K,2016,11.0
12,Matt Prater,GB@DET,8.0,3,3,2,1,1,17,K,2016,7.0
13,Dan Bailey,DAL@PHI,7.0,1,1,2,2,0,17,K,2016,13.0
14,Mason Crosby,GB@DET,7.0,3,2,1,1,1,17,K,2016,5.0
15,Robbie Gould,NYG@WAS,7.0,1,1,2,2,0,17,K,2016,3.0
16,Graham Gano,CAR@TB,6.0,1,1,4,1,1,17,K,2016,11.0
17,Brandon McManus,OAK@DEN,6.0,3,3,2,1,0,17,K,2016,6.0
18,Cody Parkey,CLE@PIT,6.0,3,3,2,1,0,17,K,2016,15.0
19,Ryan Succop,HOU@TEN,6.0,3,3,1,1,0,17,K,2016,12.0
20,Adam Vinatieri,JAX@IND,6.0,3,3,2,1,0,17,K,2016,3.0
21,Greg Zuerlein,ARI@LA,6.0,0,0,2,2,0,17,K,2016,16.0
22,Roberto Aguayo,CAR@TB,5.0,2,2,3,1,0,17,K,2016,
23,Nick Novak,HOU@TEN,5.0,2,2,2,1,0,17,K,2016,9.0
24,Connor Barth,CHI@MIN,4.0,1,1,1,1,0,17,K,2016,7.0
25,Dan Carpenter,BUF@NYJ,4.0,1,1,1,1,0,17,K,2016,
26,Dustin Hopkins,NYG@WAS,4.0,1,1,2,1,0,17,K,2016,5.0
27,Justin Tucker,BAL@CIN,4.0,1,1,1,1,0,17,K,2016,8.0
28,Chris Boswell,CLE@PIT,3.0,3,3,0,0,0,17,K,2016,3.0
29,Phil Dawson,SEA@SF,3.0,3,3,0,0,0,17,K,2016,5.0
30,Andrew Franks,NE@MIA,2.0,2,2,0,0,0,17,K,2016,
31,Jon Ryan,SEA@SF,0.0,0,0,0,0,0,17,K,2016,0.0
0,Giorgio Tavecchio,OAK@TEN,18.0,2,2,4,4,2,1,K,2017,9.0
1,Greg Zuerlein,IND@LA,16.0,5,5,3,3,1,1,K,2017,8.0
2,Dan Bailey,NYG@DAL,13.0,1,1,4,4,0,1,K,2017,7.0
3,Wil Lutz,NO@MIN,13.0,1,1,4,4,0,1,K,2017,8.0
4,Caleb Sturgis,PHI@WAS,12.0,2,1,3,3,1,1,K,2017,6.0
5,Ryan Succop,OAK@TEN,12.0,1,1,4,3,1,1,K,2017,13.0
6,Matt Bryant,ATL@CHI,11.0,2,2,3,3,0,1,K,2017,14.0
7,Kai Forbath,NO@MIN,11.0,3,2,3,3,0,1,K,2017,3.0
8,Graham Gano,CAR@SF,11.0,2,2,3,3,0,1,K,2017,9.0
9,Jason Myers,JAX@HOU,11.0,3,2,4,3,0,1,K,2017,4.0
10,Stephen Gostkowski,KC@NE,9.0,3,3,2,2,0,1,K,2017,12.0
11,Blair Walsh,SEA@GB,9.0,0,0,3,3,0,1,K,2017,6.0
12,Chandler Catanzaro,NYJ@BUF,8.0,0,0,2,2,1,1,K,2017,8.0
13,Justin Tucker,BAL@CIN,8.0,2,2,2,2,0,1,K,2017,6.0
14,Connor Barth,ATL@CHI,7.0,2,2,1,1,1,1,K,2017,1.0
15,Matt Prater,ARI@DET,7.0,2,2,1,1,1,1,K,2017,8.0
16,Brandon McManus,LAC@DEN,6.0,3,3,2,1,0,1,K,2017,6.0
17,Cairo Santos,KC@NE,6.0,6,6,0,0,0,1,K,2017,9.0
18,Mason Crosby,SEA@GB,5.0,2,2,1,1,0,1,K,2017,5.0
19,Phil Dawson,ARI@DET,5.0,2,2,2,1,0,1,K,2017,10.0
20,Dustin Hopkins,PHI@WAS,5.0,2,2,1,1,0,1,K,2017,9.0
21,Zane Gonzalez,PIT@CLE,4.0,1,1,1,1,0,1,K,2017,4.0
22,Chris Boswell,PIT@CLE,3.0,3,3,0,0,0,1,K,2017,14.0
23,Robbie Gould,CAR@SF,3.0,0,0,1,1,0,1,K,2017,9.0
24,Stephen Hauschka,NYJ@BUF,3.0,3,3,1,0,0,1,K,2017,3.0
25,Younghoe Koo,LAC@DEN,3.0,3,3,1,0,0,1,K,2017,5.0
26,Aldrick Rosas,NYG@DAL,3.0,0,0,1,1,0,1,K,2017,4.0
27,Adam Vinatieri,IND@LA,3.0,1,0,2,1,0,1,K,2017,7.0
28,Ka'imi Fairbairn,JAX@HOU,1.0,1,1,0,0,0,1,K,2017,7.0
0,Cody Parkey,MIA@LAC,15.0,1,1,4,4,1,2,K,2017,0.0
1,Chris Boswell,MIN@PIT,14.0,2,2,4,4,0,2,K,2017,5.0
2,Matt Bryant,GB@ATL,14.0,4,4,2,2,2,2,K,2017,12.0
3,Nick Folk,CHI@TB,13.0,3,2,3,3,1,2,K,2017,5.0
4,Ryan Succop,TEN@JAX,13.0,4,4,3,3,0,2,K,2017,15.0
5,Stephen Gostkowski,NE@NO,12.0,4,3,3,3,0,2,K,2017,4.0
6,Phil Dawson,ARI@IND,10.0,1,1,4,3,0,2,K,2017,5.0
7,Randy Bullock,HOU@CIN,9.0,0,0,3,3,0,2,K,2017,6.0
8,Graham Gano,BUF@CAR,9.0,0,0,3,3,0,2,K,2017,7.0
9,Robbie Gould,SF@SEA,9.0,0,0,3,3,0,2,K,2017,9.0
10,Dustin Hopkins,WAS@LA,9.0,3,3,3,2,0,2,K,2017,9.0
11,Cairo Santos,PHI@KC,9.0,3,3,2,2,0,2,K,2017,6.0
12,Giorgio Tavecchio,NYJ@OAK,9.0,6,6,1,1,0,2,K,2017,4.0
13,Chandler Catanzaro,NYJ@OAK,8.0,2,2,2,2,0,2,K,2017,8.0
14,Jake Elliott,PHI@KC,8.0,2,2,3,2,0,2,K,2017,11.0
15,Wil Lutz,NE@NO,8.0,2,2,3,2,0,2,K,2017,12.0
16,Matt Prater,DET@NYG,8.0,3,3,1,1,1,2,K,2017,18.0
17,Greg Zuerlein,WAS@LA,8.0,2,2,2,2,0,2,K,2017,11.0
18,Dan Bailey,DAL@DEN,7.0,2,2,1,1,1,2,K,2017,4.0
19,Ka'imi Fairbairn,HOU@CIN,7.0,1,1,2,2,0,2,K,2017,15.0
20,Adam Vinatieri,ARI@IND,7.0,1,1,2,2,0,2,K,2017,7.0
21,Brandon McManus,DAL@DEN,6.0,6,6,1,0,0,2,K,2017,10.0
22,Justin Tucker,CLE@BAL,6.0,3,3,2,1,0,2,K,2017,1.0
23,Blair Walsh,SF@SEA,6.0,1,0,2,2,0,2,K,2017,3.0
24,Mason Crosby,GB@ATL,5.0,2,2,1,1,0,2,K,2017,9.0
25,Younghoe Koo,MIA@LAC,5.0,2,2,3,1,0,2,K,2017,4.0
26,Zane Gonzalez,CLE@BAL,4.0,1,1,1,1,0,2,K,2017,4.0
27,Jason Myers,TEN@JAX,4.0,1,1,1,1,0,2,K,2017,14.0
28,Aldrick Rosas,DET@NYG,4.0,1,1,1,1,0,2,K,2017,6.0
29,Kai Forbath,MIN@PIT,3.0,1,0,1,1,0,2,K,2017,10.0
30,Stephen Hauschka,BUF@CAR,3.0,0,0,1,1,0,2,K,2017,18.0
31,Connor Barth,CHI@TB,1.0,1,1,0,0,0,2,K,2017,5.0
0,Stephen Hauschka,DEN@BUF,18.0,2,2,4,4,2,3,K,2017,15.0
1,Matt Prater,ATL@DET,18.0,2,2,4,4,2,3,K,2017,6.0
2,Ka'imi Fairbairn,HOU@NE,15.0,3,3,4,4,0,3,K,2017,17.0
3,Ryan Succop,SEA@TEN,15.0,3,3,4,4,0,3,K,2017,2.0
4,Jason Myers,BAL@JAX,14.0,5,5,3,3,0,3,K,2017,8.0
5,Matt Bryant,ATL@DET,12.0,3,3,3,3,0,3,K,2017,5.0
6,Wil Lutz,NO@CAR,12.0,4,4,3,2,1,3,K,2017,8.0
7,Jake Elliott,NYG@PHI,11.0,3,3,3,2,1,3,K,2017,16.0
8,Greg Zuerlein,LA@SF,11.0,5,5,2,2,0,3,K,2017,23.0
9,Kai Forbath,TB@MIN,10.0,4,4,2,2,0,3,K,2017,1.0
10,Brandon McManus,DEN@BUF,10.0,1,1,3,3,0,3,K,2017,10.0
11,Mason Crosby,CIN@GB,9.0,3,3,2,2,0,3,K,2017,5.0
12,Robbie Gould,LA@SF,9.0,4,3,2,2,0,3,K,2017,15.0
13,Dustin Hopkins,OAK@WAS,9.0,3,3,3,2,0,3,K,2017,8.0
14,Chandler Catanzaro,MIA@NYJ,8.0,2,2,3,2,0,3,K,2017,11.0
15,Graham Gano,NO@CAR,7.0,1,1,2,2,0,3,K,2017,9.0
16,Adam Vinatieri,CLE@IND,7.0,4,4,1,1,0,3,K,2017,4.0
17,Randy Bullock,CIN@GB,6.0,3,3,2,1,0,3,K,2017,7.0
18,Aldrick Rosas,NYG@PHI,6.0,3,3,1,1,0,3,K,2017,5.0
19,Cairo Santos,KC@LAC,6.0,3,3,1,1,0,3,K,2017,3.0
20,Connor Barth,PIT@CHI,5.0,2,2,2,1,0,3,K,2017,2.0
21,Chris Boswell,PIT@CHI,5.0,2,2,2,1,0,3,K,2017,8.0
22,Phil Dawson,DAL@ARI,5.0,2,2,2,1,0,3,K,2017,14.0
23,Nick Folk,TB@MIN,5.0,2,2,1,1,0,3,K,2017,7.0
24,Dan Bailey,DAL@ARI,4.0,4,4,0,0,0,3,K,2017,6.0
25,Zane Gonzalez,CLE@IND,4.0,4,4,0,0,0,3,K,2017,1.0
26,Stephen Gostkowski,HOU@NE,4.0,4,4,0,0,0,3,K,2017,14.0
27,Younghoe Koo,KC@LAC,4.0,1,1,1,1,0,3,K,2017,6.0
28,Giorgio Tavecchio,OAK@WAS,4.0,1,1,1,1,0,3,K,2017,4.0
29,Blair Walsh,SEA@TEN,3.0,3,3,0,0,0,3,K,2017,8.0
30,Justin Tucker,BAL@JAX,1.0,1,1,0,0,0,3,K,2017,3.0
31,Cody Parkey,MIA@NYJ,0.0,1,0,0,0,0,3,K,2017,4.0
0,Greg Zuerlein,LA@DAL,23.0,2,2,7,7,0,4,K,2017,4.0
1,Ka'imi Fairbairn,TEN@HOU,17.0,7,6,3,3,1,4,K,2017,2.0
2,Jake Elliott,PHI@LAC,16.0,2,2,4,4,1,4,K,2017,10.0
3,Robbie Gould,SF@ARI,15.0,0,0,5,5,0,4,K,2017,11.0
4,Stephen Hauschka,BUF@ATL,15.0,2,2,3,3,2,4,K,2017,10.0
5,Phil Dawson,SF@ARI,14.0,0,0,4,4,1,4,K,2017,1.0
6,Stephen Gostkowski,CAR@NE,14.0,3,3,3,3,1,4,K,2017,13.0
7,Harrison Butker,WAS@KC,11.0,2,2,4,3,0,4,K,2017,18.0
8,Chandler Catanzaro,JAX@NYJ,11.0,2,2,4,3,0,4,K,2017,7.0
9,Brandon McManus,OAK@DEN,10.0,1,1,4,3,0,4,K,2017,4.0
10,Graham Gano,CAR@NE,9.0,4,3,2,2,0,4,K,2017,9.0
11,Chris Boswell,PIT@BAL,8.0,2,2,3,2,0,4,K,2017,9.0
12,Dustin Hopkins,WAS@KC,8.0,2,2,2,2,0,4,K,2017,8.0
13,Wil Lutz,NO@MIA,8.0,2,2,3,2,0,4,K,2017,10.0
14,Jason Myers,JAX@NYJ,8.0,2,2,3,2,0,4,K,2017,6.0
15,Blair Walsh,IND@SEA,8.0,5,5,2,1,0,4,K,2017,10.0
16,Randy Bullock,CIN@CLE,7.0,4,4,1,1,0,4,K,2017,8.0
17,Nick Folk,NYG@TB,7.0,2,1,4,2,0,4,K,2017,2.0
18,Dan Bailey,LA@DAL,6.0,3,3,1,1,0,4,K,2017,7.0
19,Younghoe Koo,PHI@LAC,6.0,3,3,1,1,0,4,K,2017,14.0
20,Matt Prater,DET@MIN,6.0,0,0,3,2,0,4,K,2017,6.0
21,Matt Bryant,BUF@ATL,5.0,2,2,1,1,0,4,K,2017,7.0
22,Mason Crosby,CHI@GB,5.0,5,5,0,0,0,4,K,2017,5.0
23,Aldrick Rosas,NYG@TB,5.0,2,2,2,1,0,4,K,2017,2.0
24,Giorgio Tavecchio,OAK@DEN,4.0,1,1,1,1,0,4,K,2017,5.0
25,Adam Vinatieri,IND@SEA,4.0,1,1,1,1,0,4,K,2017,18.0
26,Justin Tucker,PIT@BAL,3.0,0,0,2,1,0,4,K,2017,12.0
27,Connor Barth,CHI@GB,2.0,2,2,1,0,0,4,K,2017,1.0
28,Ryan Succop,TEN@HOU,2.0,2,2,0,0,0,4,K,2017,4.0
29,Kai Forbath,DET@MIN,1.0,1,1,1,0,0,4,K,2017,8.0
30,Zane Gonzalez,CIN@CLE,1.0,1,1,1,0,0,4,K,2017,2.0
0,Harrison Butker,KC@HOU,18.0,3,3,5,5,0,5,K,2017,7.0
1,Adam Vinatieri,SF@IND,18.0,2,2,4,4,2,5,K,2017,12.0
2,Stephen Gostkowski,NE@TB,13.0,1,1,4,4,0,5,K,2017,6.0
3,Justin Tucker,BAL@OAK,12.0,3,3,3,3,0,5,K,2017,12.0
4,Robbie Gould,SF@IND,11.0,2,2,3,3,0,5,K,2017,8.0
5,Jake Elliott,ARI@PHI,10.0,4,4,2,2,0,5,K,2017,10.0
6,Stephen Hauschka,BUF@CIN,10.0,1,1,3,3,0,5,K,2017,14.0
7,Blair Walsh,SEA@LA,10.0,1,1,3,3,0,5,K,2017,6.0
8,Chris Boswell,JAX@PIT,9.0,0,0,3,3,0,5,K,2017,5.0
9,Graham Gano,CAR@DET,9.0,3,3,3,2,0,5,K,2017,11.0
10,Nick Novak,LAC@NYG,9.0,3,3,2,2,0,5,K,2017,5.0
11,Randy Bullock,BUF@CIN,8.0,2,2,2,2,0,5,K,2017,2.0
